Unternehmensform,Webseite,Stadt,PLZ,Straße,Geschlecht,Anrede,Name,Telefonnummer (Google Maps),Telefonnummer (FastPal Enrichment),E-Mail,Zusammenfassung,Unternehmen,Geschlecht,Anrede,Name,Unternehmensart,Kontaktperson 1 - Name,Kontaktperson 1 - E-Mail,Kontaktperson 1 - Telefon,Kontaktperson 2 - Name,Kontaktperson 2 - E-Mail,Kontaktperson 2 - Telefon,Kontaktperson 3 - Name,Kontaktperson 3 - E-Mail,Kontaktperson 3 - Telefon,Services
e.K.,https://www.derschoeneladenkoeln.de/,Köln,50858,Bahnstr. 2,Frau,,Judith Nürnberg,+49 176 20778518,+49(0) 176 / 2077 85 18,hallo@derschoeneladenkoeln.de,"Der Schöne Laden Köln ist eine kleine Boutique im Veedel, die sich auf ungewöhnliche Mode, handgemachten Schmuck, edle Accessoires und witzige Geschenkideen spezialisiert hat. Das Sortiment umfasst auch kölsche Deko, Kunsthandwerk und einzigartige Karnevalskostüme, Ringelshirts sowie Karnevalsjacken und Hüte. Der Laden legt Wert auf besondere Stücke, die nicht von der Stange sind.

Besonders hervorzuheben ist der handgefertigte Schmuck aus eigener Manufaktur. Ab Ende Oktober bietet der Laden eine große Auswahl an Karnevalsartikeln, darunter Hüte, Zylinder, Jacken und Accessoires. Zudem werden jeden Monat wechselnde Kunsthandwerker und Künstler vorgestellt, deren Produkte oft nur vor Ort erhältlich sind.

Der Schöne Laden Köln bietet auch die Möglichkeit, individuelle Karnevalsjacken aufpeppen zu lassen. Die Öffnungszeiten sind Dienstag bis Freitag von 10:00 bis 18:00 Uhr und Samstag von 10:00 bis 14:00 Uhr, mit verlängerten Öffnungszeiten an den Adventssamstagen. Der Laden befindet sich in der Bahnstraße 2, 50858 Köln Weiden.",Der Schöne Laden Köln,Frau,,Judith Nürnberg,Souvenirladen,Judith Nürnberg,,,Maika Spieker,,,Judith Nürnberg,,,
GmbH & Co. KG,https://shop.haie.de/,Köln,50679,Gummersbacher Straße 45,Herr,Vertretungsberechtigter Geschäftsführer,Philipp Walter,+49 221 2795101,0221 - 27 95 0,info@haie.de,"Der HAIEstore ist ein Fanartikelgeschäft, das sich auf Produkte rund um die Kölner Haie spezialisiert hat. Das Sortiment umfasst Trikots, Bekleidung für Herren, Damen und Kinder sowie Accessoires wie Caps, Mützen und Schlüsselanhänger. Neu im Sortiment sind auch Handyhüllen, die in Kooperation mit DeinDesign angeboten werden.

Besonders hervorzuheben sind die exklusiven Produkte wie der ""HAIE KAFFEE & HAIE ESPRESSO"", die in Zusammenarbeit mit der Kölner Kaffeemanufaktur entwickelt wurden. Ebenso erhältlich sind die offiziellen Kölner Haie Weine ""RUT & WIESS"", die in Partnerschaft mit dem Weingut O. Schell entstanden sind.

Der HAIEstore bietet auch einen physischen Laden im Haie-Zentrum in Köln an, wo Kunden die Produkte anprobieren können. Der Shop ist über die Website haie.de erreichbar und bietet Informationen zu AGB, Versand und Kontaktmöglichkeiten.",Der HAIEstore,Herr,Vertretungsberechtigter Geschäftsführer,Philipp Walter,Sport-Fanartikelgeschäft,Vertretungsberechtigter Geschäftsführer Philipp Walter,,,Philipp Walter,,,,,,
,https://www.kioskaltstadt.de/,,,,,,,+49 176 84699552,,,"Der Kiosk ""Altstadt Em Hätze vun Kölle"" ist ein Geschäft, das sich auf den Verkauf von Waren spezialisiert hat. Er befindet sich in der Altstadt von Köln und bietet eine Auswahl an Produkten an. Der Name des Kiosks, ""Em Hätze vun Kölle"", deutet auf eine starke Verbindung zur Stadt und ihrer Kultur hin. Es handelt sich um einen Ort, der wahrscheinlich von Einheimischen und Touristen gleichermaßen frequentiert wird. Der Kiosk dient als Anlaufstelle für den schnellen Einkauf von verschiedenen Artikeln.",Kiosk Altstadt Em Hätze vun Kölle,,,,Kiosk,,,,,,,,,,
,,,,,,,,+49 1523 4387061,,,,Vielfach,,,,Bekleidungsgeschäft,,,,,,,,,,
,http://www.koelnerzooshop.de/,,,,,,,+49 221 7785218,,,"Der ZooShop Clemenshof ist ein Souvenirladen, der sich auf tierbezogene Produkte spezialisiert hat. Er bietet eine breite Palette an Artikeln, die von Spielzeug über Kleidung bis hin zu Dekorationsgegenständen reicht. Besonderen Wert legt der ZooShop auf die Qualität und Originalität seiner Produkte. Viele Artikel sind handgefertigt oder stammen von kleinen Manufakturen. Das Sortiment ist darauf ausgelegt, sowohl Kinder als auch Erwachsene anzusprechen, die eine Leidenschaft für Tiere teilen. Der Laden versteht sich als Ort, an dem man besondere und liebevoll ausgewählte Geschenke findet.",ZooShop Clemenshof,,,,Souvenirladen,,,,,,,,,,Souvenirs
,,,,,,,,,,,,Münzquetschautomat,,,,Souvenirladen,,,,,,,,,,
,http://facebook.com/drakerecords,,,,,,,+49 221 29965197,,,"Drake Records ist ein Plattenladen, der sich auf den Verkauf von Vinyl-Schallplatten spezialisiert hat. Das Unternehmen bietet eine breite Auswahl an Musikgenres, von Klassikern bis hin zu aktuellen Veröffentlichungen. Drake Records legt Wert auf eine persönliche Beratung und hilft Kunden gerne dabei, ihre musikalischen Schätze zu finden. Neben neuen Platten gibt es auch eine Auswahl an gebrauchten Schallplatten. Der Laden ist ein Treffpunkt für Musikliebhaber und fördert die Vinyl-Kultur.",Drake Records,,,,Plattenladen,,,,,,,,,,Plattenladen
A/S,https://www.lego.com/stores/store/koln,Billund,7190,Åstvej 1,Herr,,Niels Christiansen,+49 221 65051368,0800 783 5346,,"The LEGO® Store Köln ist ein Spielwarengeschäft in der Hohe Straße 77-79 in Köln. Der Store bietet ein breites Sortiment an LEGO Produkten, darunter auch exklusive Sets und Neuheiten. Kunden können im Store die Minifiguren-Fabrik besuchen, um eigene Minifiguren zu gestalten, und an der Pick & Build Wall Steine nach Wunsch auswählen. Das Geschäft ist auch Teil des LEGO Insiders Programms, das Belohnungen und frühzeitigen Zugang zu Produkten bietet. Aktuell finden im Store saisonale Aktionen statt, wie zum Beispiel zur Weihnachtszeit. Der Store ist von Montag bis Samstag von 10:00 bis 20:00 Uhr geöffnet.",The LEGO® Store Köln,Herr,,Niels Christiansen,Spielwarengeschäft,Niels Christiansen,,,,,,,,,
"Edition Modity (Eigenverlag, Rechtsform nicht explizit genannt)",http://www.jan-kuenster.com/,Bonn,53127,Gudenauer Weg 75,Frau,,Milca Künster,+49 221 97711887,+49 (0)228 / 28 29 61,info@jankuenster.de,"Das Unternehmen Kölsche Lebensart ist ein Geschenkladen, der die Werke des Künstlers Jan Künster (1951-2025) vertreibt. Der Verlag wird von seiner Familie weitergeführt und trägt das Schaffen des Künstlers mit internationaler Strahlkraft weiter. Künsters Werke, die oft mit Acryl und Aquarell geschaffen wurden, befinden sich weltweit in Museen, Privatsammlungen und Haushalten. Er gilt als Begründer der modernen Pferdemalerei und seine Kunstwerke zur Kölschen Lebensart haben Kultstatus. Das Sortiment umfasst Kunstdrucke, Lithografien, Kalender, Tassen und Grußkarten in verschiedenen Kategorien wie Pferde, Köln, Bonn, Rheinromantik und Küchenclowns. Kölsche Lebensart betreibt Galerien in Köln und Bonn und bietet auch individuelle Grafiken und Sondereditionen an. Das Unternehmen legt Wert auf hohe Qualität und möchte die Kunst von Jan Künster einem breiten Publikum zugänglich machen.",Kölsche Lebensart,Herr,,Moritz Künster,Geschenkladen,Milca Künster,,,Jan Künster,,,Moritz Künster,,,
e.K.,http://www.koelngeschenk.de/,Köln,50679,Deutzer Freiheit 91,Herr,,Michael Kruse,+49 221 1683745,+49 221 1683745,kontakt@koelngeschenk.de,"Das Unternehmen Kölsche Geschenkartikel - Elke Kruse ist ein Geschenkladen, der sich auf hochwertige und ausgefallene Köln-Accessoires und kulinarische Spezialitäten spezialisiert hat. Sie bieten eine breite Palette an Produkten, die das Lebensgefühl der Domstadt widerspiegeln, von Mode und Wohnaccessoires bis hin zu Lebensmitteln und Spirituosen. Viele Artikel sind mit kölschen Sprüchen versehen und eignen sich hervorragend als Geschenk oder Souvenir. Neben dem Online-Shop betreibt das Unternehmen auch ein Ladenlokal in Köln-Deutz. Sie legen Wert auf einzigartige Geschenke, die Stil, Klasse und Tradition vereinen. Das Sortiment richtet sich an Jung und Alt und bietet für jeden Anlass das passende Präsent.",Kölsche Geschenkartikel - Elke Kruse,Herr,,Michael Kruse,Geschenkladen,Michael Kruse,,,Elke Kruse,,,Michael Kruse,,,Köln Accessoires; Geschenkartikel; kulinarische Spezialitäten; Mode; Schmuck
Unbekannt,http://www.pylones.com/,Colombes,92700,41 av. de l’agent Sarre,,,,+49 221 47193237,+33 01 56 83 85 99,,"Pylones ist ein französisches Unternehmen, das seit 1985 originelle und farbenfrohe Designobjekte anbietet. Sie sind bekannt dafür, alltägliche Gegenstände mit einem humorvollen und verspielten Geist neu zu erfinden. Das Sortiment umfasst eine breite Palette von Produkten, darunter Schmuck, Haushaltswaren, Küchenutensilien, Modeaccessoires und Geschenkartikel. Pylones legt Wert auf Kreativität und arbeitet mit verschiedenen Designern zusammen, um einzigartige Kollektionen zu schaffen. Ihre Produkte sind darauf ausgelegt, Freude zu bereiten und dem Alltag einen Hauch von Originalität zu verleihen. Das Unternehmen bietet auch eine Kollektion aus mundgeblasenem Glas-Schmuck an, der in Frankreich hergestellt wird. Pylones ist eine gute Anlaufstelle für ungewöhnliche und originelle Geschenkideen für jeden Anlass.",Pylones,Not specified,, ,Geschenkladen,,,,,,,,,,
,,,,,,,,+49 221 57025171,,,,Emila Design Ceyiz & Geschenkewelt,,,,Hochzeitssouvenirladen,,,,,,,,,,
,http://www.nippes.shop/,,,,,,,+49 221 22205819,,,"Schreibwaren Düssel ist ein etabliertes Schreibwarengeschäft. Es bietet eine breite Palette an Produkten für Büro, Schule und Hobby. Das Sortiment umfasst alles von Stiften und Papier bis hin zu Schulranzen und Bastelmaterialien. Besonderen Wert legt Schreibwaren Düssel auf persönliche Beratung und Kundenservice. Sie helfen Kunden gerne bei der Auswahl der passenden Artikel. Das Geschäft ist bekannt für seine Qualitätsprodukte und sein freundliches Team. Schreibwaren Düssel ist die Anlaufstelle für alle Schreibwarenbedürfnisse.",Schreibwaren Düssel,,,,Schreibwarengeschäft,,,,,,,,,,Schreibwaren
,https://www.koelnerzooshop.de/,,,,,,,+49 221 7785271,,,"Der Kölner Zoo Shop GmbH ist ein Souvenirladen, der sich auf Produkte rund um den Kölner Zoo spezialisiert hat. Das Unternehmen bietet eine breite Palette an Artikeln, die das Erlebnis im Zoo ergänzen und Erinnerungen schaffen. Dazu gehören beispielsweise Plüschtiere, Kleidung, Schreibwaren und Dekorationsartikel mit Zoo-Motiven. Der Shop richtet sich sowohl an Besucher des Zoos als auch an Tierliebhaber, die ein Stück Kölner Zoo mit nach Hause nehmen möchten. Durch die Nähe zum Zoo und die thematische Ausrichtung ist der Kölner Zoo Shop GmbH ein integraler Bestandteil des Zoobesuchs. Er ermöglicht es den Kunden, ihre Verbundenheit mit dem Zoo auszudrücken und die Erinnerung an ihren Besuch zu bewahren.",Kölner Zoo Shop GmbH,,,,Souvenirladen,,,,,,,,,,Souvenirs
GmbH,http://www.koelner-domshop.de/,Köln,50667,Roncalliplatz 2,Herr,,Thomas Hartmann,+49 221 17940444,+49 (0) 221 17940 444,geschaeftsfuehrung@koelner-domshop.de,"Der Kölner Domshop ist der offizielle Online-Shop des Kölner Doms und bietet eine breite Palette an Produkten für Touristen, Einheimische und Kölnliebhaber. Das Sortiment reicht von exklusiven Dom-Kollektionen und kirchlichen Devotionalien bis hin zu Souvenirs, Kleidung, Accessoires und Medien. Besonderheiten sind Artikel, die eine Verbindung zum 1. FC Köln und dem Kölner Dom herstellen, wie zum Beispiel Sonderartikel zum Ausweichtrikot. Der Shop richtet sich an alle, die ein Stück des Kölner Doms mit nach Hause nehmen möchten, sei es als Erinnerungsstück, Geschenk oder Aufmerksamkeit. Neben kirchlichen Artikeln wie Kreuzen und Kerzen finden sich auch Spiele, Bücher und Dekoratives. Der Kölner Domshop ist spezialisiert auf christliche Artikel, bietet aber für jeden etwas, der das Wahrzeichen Kölns liebt.",Kölner Domshop,Frau,,Sabine Pilgram,Souvenirladen,Thomas Hartmann,,,Sabine Pilgram,,,Sabine Pilgram,,,
GmbH,https://www.koelner-weinkeller.de/,Köln,50668,Domstraße 20,Herr,,Clemens Bauer,+49 221 1397280,0221/149-0,[email protected],"Der Kölner Weinkeller ist eine renommierte Weinhandlung, die als ""Weinhändler des Jahres"" ausgezeichnet wurde. Das Unternehmen bietet eine breite Auswahl an Weinen, darunter Weißweine, Rotweine, Rosé, Champagner und Sekt, sowie Bio- und Naturweine. Kunden können Weine aus verschiedenen Ländern wie Frankreich, Deutschland, Italien, Spanien und Südafrika entdecken.

Besonders hervorzuheben sind die ""Top Angebote"" mit attraktiven Rabatten auf ausgewählte Weine. Der Kölner Weinkeller legt Wert auf Inspiration und bietet zudem eine ""Schatzkammer"" mit besonderen Weinen sowie eine ""Cellar Selection"". Für treue Kunden gibt es exklusive Vorteile durch die Kundenkarte und den Club.

Der Weinblog des Unternehmens informiert über aktuelle Wein-Themen wie die VDP Großen Gewächse oder die Bordeaux-Jahrgänge. Neben dem Online-Shop betreibt der Kölner Weinkeller auch ein Ladengeschäft in Köln mit entsprechenden Öffnungszeiten. Das Unternehmen ist zertifizierter Bio-Fachhändler.",Kölner Weinkeller,Herr,,Sven Reinbold,Weinhandlung,Clemens Bauer,,,Ulrike Zanker,,,Sven Reinbold,,,
GmbH,https://www.zwilling.com/de/magazin/about-us-stores.html#!/l/koln/wallrafplatz-9/4297343,Solingen,42657,Grünewalder Strasse 14-22,Frau,Chairwoman,Karen Feldpausch-Sturm,+49 221 2577543,+49 212 882 197,service.de@zwilling-shop.com,"Der ZWILLING Shop Köln ist ein Fachhandel für Küchenbedarf. Das Unternehmen bietet eine breite Palette an Produkten, darunter Messer, Kochgeschirr und Küchenhelfer. Seit 1731 steht ZWILLING für Qualität und Expertise in der Küche. Aktuell gibt es ein besonderes Angebot für Xtend Kabellose Produkt Sets, inklusive einer Küchenwaage als Gratiszugabe, gültig bis zum 09.11.2025. Der Shop legt Wert auf Kundenservice mit kostenlosem Versand ab 49€ und 30 Tagen kostenfreier Rücksendung. ZWILLING engagiert sich zudem für umweltgerechte Entsorgung von Elektrogeräten und Batterien. Kunden können sich für einen Newsletter anmelden, um 10% Rabatt auf ihren ersten Einkauf zu erhalten und über Neuheiten sowie Angebote informiert zu werden.",ZWILLING Shop Köln,Frau,Chairwoman,Karen Feldpausch-Sturm,Fachhandel für Küchenbedarf,Chairwoman Karen Feldpausch-Sturm,,,Sven Schröder,,,Frank Setterich,,,
